orf_id	contig	orf_index	phrog_id	phrog_category	evalue	score
PC828428_8	PC828428	8	16154	unknown function	7.6e-23	82.3
PC1316399_2	PC1316399	2	NA	unannotated	NA	NA
PC1007926_4	PC1007926	4	16731	unknown function	1.9e-14	54.9
PC1491785_1	PC1491785	1	11823	unknown function	7.2e-121	406.3
PC474008_4	PC474008	4	293	moron, auxiliary metabolic gene and host takeover	3.1e-86	291.8
PC351944_7	PC351944	7	6384	lysis	0.0026	18.9
PC617450_4	PC617450	4	3736	unknown function	4.9e-54	185.3
PC1179416_1	PC1179416	1	NA	unannotated	NA	NA
PC1135194_2	PC1135194	2	551	DNA, RNA and nucleotide metabolism	1.5e-92	312.8
PC1171867_1	PC1171867	1	NA	unannotated	NA	NA
PC47274_2	PC47274	2	NA	unannotated	NA	NA
PC399893_2	PC399893	2	2782	unknown function	0.19	13.4
PC337342_3	PC337342	3	3980	unknown function	5.2e-15	56.6
PC294363_1	PC294363	1	9454	DNA, RNA and nucleotide metabolism	2.3e-52	179.9
PC1245940_5	PC1245940	5	789	other	6.6e-11	43.1
PC990408_4	PC990408	4	135	DNA, RNA and nucleotide metabolism	7.6e-36	126.1
PC431744_1	PC431744	1	NA	unannotated	NA	NA
PC1578975_3	PC1578975	3	164	DNA, RNA and nucleotide metabolism	0.011	16.3
PC961759_2	PC961759	2	8439	unknown function	1.5e-42	147.2
PC1054656_3	PC1054656	3	NA	unannotated	NA	NA
PC945713_3	PC945713	3	27849	unknown function	5.5e-269	895.4
PC485887_1	PC485887	1	19352	unknown function	0.45	12.1
PC439350_2	PC439350	2	20943	unknown function	0.034	16.1
PC1098901_1	PC1098901	1	34498	unknown function	0.22	13.1
PC3949_2	PC3949	2	NA	unannotated	NA	NA
PC594448_3	PC594448	3	NA	unannotated	NA	NA
PC673927_2	PC673927	2	12331	unknown function	0.13	14.0
PC546847_1	PC546847	1	12033	unknown function	3.7e-105	353.8
PC812638_1	PC812638	1	23565	DNA, RNA and nucleotide metabolism	0.33	12.5
PC1139794_3	PC1139794	3	31561	unknown function	1.9e-09	39.0
PC1275476_4	PC1275476	4	NA	unannotated	NA	NA
PC13749_2	PC13749	2	21158	unknown function	6e-25	89.8
PC1475109_2	PC1475109	2	14804	unknown function	0.067	14.8
PC273887_2	PC273887	2	15614	unknown function	2.1e-22	81.0
PC743371_4	PC743371	4	2685	other	0.016	17.0
PC26725_2	PC26725	2	1198	other	2.3e-09	38.9
PC834181_3	PC834181	3	6494	moron, auxiliary metabolic gene and host takeover	0.00071	21.2
PC311302_1	PC311302	1	2268	moron, auxiliary metabolic gene and host takeover	8.6e-10	40.1
PC64051_2	PC64051	2	37217	unknown function	0.46	12.1
PC1424755_7	PC1424755	7	15032	unknown function	0.011	15.3
PC1473374_2	PC1473374	2	34244	unknown function	0.89	11.3
PC438081_1	PC438081	1	1835	DNA, RNA and nucleotide metabolism	0.17	12.7
PC1178577_4	PC1178577	4	NA	unannotated	NA	NA
PC1055493_1	PC1055493	1	NA	unannotated	NA	NA
PC1437553_3	PC1437553	3	NA	unannotated	NA	NA
PC1296074_4	PC1296074	4	19114	unknown function	0.4	12.2
PC1117701_1	PC1117701	1	27437	unknown function	6.6e-07	31.1
PC793591_1	PC793591	1	12646	unknown function	2.2e-11	45.2
PC1134308_6	PC1134308	6	26573	unknown function	2.7	10.1
PC1387043_2	PC1387043	2	8672	unknown function	0.2	13.2
PC1242916_1	PC1242916	1	NA	unannotated	NA	NA
PC465877_1	PC465877	1	NA	unannotated	NA	NA
PC811345_7	PC811345	7	31471	unknown function	0.26	12.6
PC157668_1	PC157668	1	26369	DNA, RNA and nucleotide metabolism	0.2	12.1
PC602886_6	PC602886	6	841	moron, auxiliary metabolic gene and host takeover	1.7e-10	42.4
PC708000_1	PC708000	1	731	unknown function	2.3e-25	90.8
PC836183_1	PC836183	1	24567	unknown function	0.14	13.0
PC241234_1	PC241234	1	9760	moron, auxiliary metabolic gene and host takeover	0.32	12.7
PC1334596_3	PC1334596	3	5226	unknown function	0.065	14.3
PC1242571_1	PC1242571	1	3419	DNA, RNA and nucleotide metabolism	1.4e-09	39.4
PC10807_1	PC10807	1	12453	unknown function	0.15	13.9
PC640765_7	PC640765	7	30815	unknown function	0.12	14.0
PC471098_4	PC471098	4	29551	unknown function	0.37	12.3
PC941831_1	PC941831	1	293	moron, auxiliary metabolic gene and host takeover	8.2e-06	25.6
PC535445_1	PC535445	1	NA	unannotated	NA	NA
PC1072146_24	PC1072146	24	1156	DNA, RNA and nucleotide metabolism	9.3e-35	121.9
PC1259273_1	PC1259273	1	NA	unannotated	NA	NA
PC1043418_2	PC1043418	2	NA	unannotated	NA	NA
PC1395469_2	PC1395469	2	157	integration and excision	1.3e-87	296.7
PC752371_1	PC752371	1	11698	unknown function	0.00048	20.9
PC677588_3	PC677588	3	24953	unknown function	0.0062	17.8
PC1579142_10	PC1579142	10	NA	unannotated	NA	NA
PC1256315_1	PC1256315	1	8468	other	0.0023	19.2
PC733818_3	PC733818	3	731	unknown function	5.4e-28	99.3
PC1294178_2	PC1294178	2	28759	unknown function	0.18	13.6
PC746034_4	PC746034	4	7803	unknown function	6.8e-08	32.0
PC863754_3	PC863754	3	14333	unknown function	0.075	15.1
PC286845_2	PC286845	2	NA	unannotated	NA	NA
PC1200897_1	PC1200897	1	29784	unknown function	1e-06	28.2
PC292303_1	PC292303	1	1272	tail	0.004	16.4
PC1421270_5	PC1421270	5	9343	unknown function	0.14	13.8
PC1096533_2	PC1096533	2	789	other	2e-06	28.3
PC491234_1	PC491234	1	18076	other	0.27	13.1
PC1565145_1	PC1565145	1	NA	unannotated	NA	NA
PC1577414_3	PC1577414	3	25490	unknown function	0.079	14.4
PC967728_1	PC967728	1	NA	unannotated	NA	NA
PC191642_3	PC191642	3	40	connector	0.32	11.9
PC38421_4	PC38421	4	19190	unknown function	0.18	13.7
PC378578_1	PC378578	1	15258	unknown function	0.13	13.6
PC652145_2	PC652145	2	10776	unknown function	9.9e-08	32.3
PC932987_1	PC932987	1	29963	unknown function	0.0071	17.4
PC956556_1	PC956556	1	1373	transcription regulation	0.077	14.5
PC1069522_3	PC1069522	3	38247	unknown function	0.00018	22.7
PC305941_3	PC305941	3	31153	unknown function	0.015	16.2
PC127623_1	PC127623	1	NA	unannotated	NA	NA
PC948847_4	PC948847	4	17492	unknown function	2.5e-32	113.9
PC146061_6	PC146061	6	24072	unknown function	2.5e-43	149.0
PC518058_3	PC518058	3	4716	integration and excision	4.9e-32	113.3
PC378584_13	PC378584	13	23447	DNA, RNA and nucleotide metabolism	7.7e-74	250.2
PC826568_2	PC826568	2	31717	unknown function	1.6e-16	61.7
PC108585_1	PC108585	1	293	moron, auxiliary metabolic gene and host takeover	4.4e-42	145.7
PC120090_8	PC120090	8	1362	unknown function	1.8e-29	104.6
PC959402_6	PC959402	6	23041	unknown function	8.8e-05	23.8
PC1399695_1	PC1399695	1	24042	unknown function	0.39	12.4
PC1247334_3	PC1247334	3	20966	unknown function	1.6e-16	62.0
PC781761_3	PC781761	3	NA	unannotated	NA	NA
PC627303_1	PC627303	1	540	DNA, RNA and nucleotide metabolism	1.7e-07	31.5
PC520274_5	PC520274	5	9266	unknown function	5.6e-29	102.7
PC895205_1	PC895205	1	16468	unknown function	1.4e-24	88.4
PC644740_3	PC644740	3	23585	unknown function	0.29	12.7
PC977624_2	PC977624	2	32699	unknown function	2.2e-209	697.8
PC424032_2	PC424032	2	25593	unknown function	2.6e-18	67.7
PC531090_1	PC531090	1	30409	unknown function	1.6	9.1
PC24171_2	PC24171	2	10912	other	2.6e-29	103.3
PC1552181_31	PC1552181	31	164	DNA, RNA and nucleotide metabolism	5.8e-38	132.7
PC439132_1	PC439132	1	17890	unknown function	0.00069	20.1
PC1567493_2	PC1567493	2	20966	unknown function	1.5e-13	52.3
PC319255_6	PC319255	6	293	moron, auxiliary metabolic gene and host takeover	5.3e-17	62.6
PC779714_1	PC779714	1	25844	unknown function	0.25	12.6
PC1453280_9	PC1453280	9	1273	unknown function	0.0013	20.6
PC332149_1	PC332149	1	3142	moron, auxiliary metabolic gene and host takeover	2e-23	84.1
PC657214_3	PC657214	3	NA	unannotated	NA	NA
PC293036_1	PC293036	1	28622	unknown function	1.2e-28	99.1
PC431744_2	PC431744	2	NA	unannotated	NA	NA
PC1338602_1	PC1338602	1	1684	head and packaging	1.1e-44	154.5
PC1003277_1	PC1003277	1	6880	other	1.7e-66	226.2
PC451829_2	PC451829	2	11145	DNA, RNA and nucleotide metabolism	6.6e-58	198.1
PC220061_2	PC220061	2	18230	unknown function	4.3e-37	128.4
PC181049_15	PC181049	15	3742	unknown function	1.7e-26	95.3
PC566263_2	PC566263	2	NA	unannotated	NA	NA
PC98565_2	PC98565	2	5353	unknown function	3.9e-16	60.9
PC114013_1	PC114013	1	157	integration and excision	1e-84	287.1
PC1183352_1	PC1183352	1	10572	unknown function	0.32	12.4
PC94204_1	PC94204	1	1129	lysis	0.088	14.3
PC218825_2	PC218825	2	NA	unannotated	NA	NA
PC962988_4	PC962988	4	28740	unknown function	0.19	13.2
PC1360599_2	PC1360599	2	NA	unannotated	NA	NA
PC968646_5	PC968646	5	2866	DNA, RNA and nucleotide metabolism	0.83	11.3
PC159809_6	PC159809	6	5871	lysis	0.24	12.7
PC263077_3	PC263077	3	23281	unknown function	2.1e-32	114.1
PC14656_4	PC14656	4	2170	moron, auxiliary metabolic gene and host takeover	1.4e-15	58.8
PC1043418_5	PC1043418	5	12933	unknown function	8.8e-07	30.6
PC560476_5	PC560476	5	14008	unknown function	8e-10	39.9
PC139795_1	PC139795	1	NA	unannotated	NA	NA
PC141365_1	PC141365	1	18935	other	0.0032	18.6
PC474452_3	PC474452	3	NA	unannotated	NA	NA
PC1254405_2	PC1254405	2	23754	unknown function	1.2	10.3
PC998541_1	PC998541	1	29297	unknown function	0.1	14.5
PC1667_4	PC1667	4	NA	unannotated	NA	NA
PC605731_2	PC605731	2	NA	unannotated	NA	NA
PC938187_1	PC938187	1	28573	unknown function	0.00028	22.5
PC1170396_7	PC1170396	7	7767	other	7.5e-24	86.0
PC98565_1	PC98565	1	8468	other	1.9e-16	62.0
PC705420_4	PC705420	4	NA	unannotated	NA	NA
PC388317_6	PC388317	6	30090	unknown function	0.14	12.7
PC191477_1	PC191477	1	NA	unannotated	NA	NA
PC69822_1	PC69822	1	NA	unannotated	NA	NA
PC899379_5	PC899379	5	20948	unknown function	0.1	13.5
PC1400064_3	PC1400064	3	NA	unannotated	NA	NA
PC1240196_2	PC1240196	2	6430	unknown function	0.35	12.2
PC778414_2	PC778414	2	34617	unknown function	0.1	14.1
PC950667_2	PC950667	2	27475	unknown function	1.8e-53	183.5
PC868774_1	PC868774	1	11493	unknown function	3.6e-10	40.6
PC1183331_1	PC1183331	1	19728	unknown function	0.37	12.3
PC837608_3	PC837608	3	5596	unknown function	0.39	10.9
PC318153_2	PC318153	2	9285	unknown function	2.6e-19	70.9
PC1361144_7	PC1361144	7	841	moron, auxiliary metabolic gene and host takeover	8.3e-64	217.5
PC857543_4	PC857543	4	11195	unknown function	3.1e-19	70.1
PC813175_2	PC813175	2	32098	unknown function	5.7e-18	66.5
PC1255756_2	PC1255756	2	13321	unknown function	6.1e-41	142.0
PC1474738_4	PC1474738	4	1	integration and excision	3.7e-33	117.2
PC119007_3	PC119007	3	29963	unknown function	0.24	12.4
PC204053_51	PC204053	51	309	head and packaging	1.5e-35	125.3
PC1421270_2	PC1421270	2	12197	unknown function	2.4e-49	169.7
PC1169863_1	PC1169863	1	678	DNA, RNA and nucleotide metabolism	0.0094	17.0
PC483085_1	PC483085	1	NA	unannotated	NA	NA
PC809429_1	PC809429	1	17890	unknown function	0.048	14.0
PC1554261_2	PC1554261	2	11834	unknown function	5.7e-38	132.1
PC686987_5	PC686987	5	293	moron, auxiliary metabolic gene and host takeover	2.6e-80	272.2
PC1251474_2	PC1251474	2	10696	DNA, RNA and nucleotide metabolism	0.12	13.8
PC134418_2	PC134418	2	NA	unannotated	NA	NA
PC760266_2	PC760266	2	16434	unknown function	0.14	13.4
PC1261426_5	PC1261426	5	31146	unknown function	5.9e-46	158.8
PC977624_1	PC977624	1	NA	unannotated	NA	NA
PC1193118_10	PC1193118	10	107	DNA, RNA and nucleotide metabolism	2.8e-24	87.6
PC1073863_4	PC1073863	4	4946	tail	1.2e-20	75.1
PC1399623_2	PC1399623	2	13602	unknown function	0.1	14.5
PC811011_1	PC811011	1	NA	unannotated	NA	NA
PC185899_3	PC185899	3	NA	unannotated	NA	NA
PC804481_1	PC804481	1	6602	unknown function	0.29	12.5
PC44775_8	PC44775	8	293	moron, auxiliary metabolic gene and host takeover	2e-41	143.5
PC3065_7	PC3065	7	293	moron, auxiliary metabolic gene and host takeover	3.5e-62	212.2
PC454603_3	PC454603	3	1249	other	5.3e-06	27.8
PC1374253_1	PC1374253	1	NA	unannotated	NA	NA
PC1050099_2	PC1050099	2	NA	unannotated	NA	NA
PC666349_5	PC666349	5	NA	unannotated	NA	NA
PC435109_5	PC435109	5	21505	unknown function	0.32	12.4
PC1130346_3	PC1130346	3	2658	other	0.59	11.9
PC1100559_4	PC1100559	4	NA	unannotated	NA	NA
PC399201_4	PC399201	4	18638	unknown function	6.8e-35	122.4
PC1268526_3	PC1268526	3	8572	unknown function	5.9e-46	159.1
PC1526587_3	PC1526587	3	36607	unknown function	0.041	15.3
PC538896_16	PC538896	16	38185	unknown function	0.23	12.9
PC152450_4	PC152450	4	NA	unannotated	NA	NA
PC1228501_2	PC1228501	2	NA	unannotated	NA	NA
PC529443_1	PC529443	1	NA	unannotated	NA	NA
PC20528_6	PC20528	6	33764	unknown function	6.8e-16	59.8
PC973600_1	PC973600	1	NA	unannotated	NA	NA
PC20261_3	PC20261	3	31688	unknown function	0.28	11.8
PC882609_3	PC882609	3	NA	unannotated	NA	NA
PC1148701_1	PC1148701	1	NA	unannotated	NA	NA
PC1295076_4	PC1295076	4	NA	unannotated	NA	NA
PC217184_2	PC217184	2	8439	unknown function	1.1e-07	31.9
PC608454_5	PC608454	5	95	integration and excision	8e-53	181.5
PC857783_2	PC857783	2	20880	unknown function	1.6e-15	58.5
PC1316312_2	PC1316312	2	9582	other	0.097	13.2
PC1356834_1	PC1356834	1	NA	unannotated	NA	NA
PC1422368_2	PC1422368	2	NA	unannotated	NA	NA
PC1560801_3	PC1560801	3	NA	unannotated	NA	NA
PC499821_3	PC499821	3	29671	unknown function	7.8	8.2
PC1436880_4	PC1436880	4	2659	DNA, RNA and nucleotide metabolism	0.00012	21.7
PC148811_6	PC148811	6	395	other	0.032	15.5
PC399361_7	PC399361	7	16599	unknown function	0.08	14.7
PC887944_1	PC887944	1	NA	unannotated	NA	NA
PC404786_2	PC404786	2	NA	unannotated	NA	NA
PC1313546_2	PC1313546	2	12747	unknown function	5.4e-09	37.4
PC597350_1	PC597350	1	459	other	0.65	10.2
PC1577414_1	PC1577414	1	12197	unknown function	4.2e-43	149.2
PC1261426_6	PC1261426	6	NA	unannotated	NA	NA
PC628529_2	PC628529	2	54	other	2.8e-10	41.8
PC773481_3	PC773481	3	NA	unannotated	NA	NA
PC1135496_1	PC1135496	1	27653	unknown function	0.27	13.0
PC252127_1	PC252127	1	2154	unknown function	3.1e-21	77.2
PC576667_5	PC576667	5	27181	unknown function	3.3e-23	84.2
PC155280_6	PC155280	6	3626	unknown function	0.024	16.3
PC424082_1	PC424082	1	NA	unannotated	NA	NA
PC923784_9	PC923784	9	21633	unknown function	0.008	17.3
PC1033142_6	PC1033142	6	5815	unknown function	0.24	13.2
PC236576_3	PC236576	3	456	lysis	0.36	12.0
PC676674_1	PC676674	1	22613	unknown function	5.3e-26	93.0
PC1198162_1	PC1198162	1	13280	unknown function	5.6e-06	27.6
PC1544851_1	PC1544851	1	20966	unknown function	2.2e-23	84.6
PC526401_2	PC526401	2	20031	unknown function	2.9e-75	255.5
PC1221222_2	PC1221222	2	NA	unannotated	NA	NA
PC325987_2	PC325987	2	1740	transcription regulation	1.8e-29	104.2
PC1130294_2	PC1130294	2	5696	unknown function	0.15	12.9
PC1139442_1	PC1139442	1	95	integration and excision	1.4e-38	134.4
PC1324896_2	PC1324896	2	7615	unknown function	0.019	16.7
PC382374_2	PC382374	2	NA	unannotated	NA	NA
PC591705_1	PC591705	1	NA	unannotated	NA	NA
PC839977_5	PC839977	5	NA	unannotated	NA	NA
PC69725_6	PC69725	6	22215	unknown function	0.0075	17.5
PC219632_1	PC219632	1	NA	unannotated	NA	NA
PC1144509_2	PC1144509	2	NA	unannotated	NA	NA
PC499514_5	PC499514	5	26092	unknown function	8.4e-48	164.9
PC1221661_3	PC1221661	3	22655	unknown function	0.17	12.1
PC1444627_2	PC1444627	2	15942	unknown function	0.27	13.1
PC1534211_4	PC1534211	4	14147	transcription regulation	1.3e-49	170.5
PC1156841_2	PC1156841	2	25971	unknown function	0.11	14.3
PC889638_2	PC889638	2	31311	unknown function	0.0035	18.9
PC1386031_1	PC1386031	1	4752	other	4.7e-09	37.4
PC1138049_1	PC1138049	1	26112	unknown function	0.048	15.0
PC1488428_1	PC1488428	1	25730	unknown function	6.3	8.6
PC962944_5	PC962944	5	418	head and packaging	3e-17	64.7
PC226459_5	PC226459	5	NA	unannotated	NA	NA
PC1379560_3	PC1379560	3	293	moron, auxiliary metabolic gene and host takeover	1.5e-69	236.6
PC774984_3	PC774984	3	1147	unknown function	1.8	10.3
PC1142326_3	PC1142326	3	8507	unknown function	0.025	16.5
PC1365508_2	PC1365508	2	270	DNA, RNA and nucleotide metabolism	1.3e-05	26.3
PC127005_3	PC127005	3	24072	unknown function	4.4e-07	31.7
PC23901_4	PC23901	4	21633	unknown function	8e-06	27.1
PC25729_4	PC25729	4	702	DNA, RNA and nucleotide metabolism	2.4e-44	153.5
PC798873_1	PC798873	1	20809	unknown function	0.12	13.9
PC216029_3	PC216029	3	12071	unknown function	0.43	12.5
PC18668_5	PC18668	5	9684	unknown function	1.4e-05	26.3
PC1335995_2	PC1335995	2	21939	unknown function	0.28	13.0
PC832298_1	PC832298	1	NA	unannotated	NA	NA
PC1294551_9	PC1294551	9	33101	unknown function	0.22	13.3
PC1020160_2	PC1020160	2	NA	unannotated	NA	NA
PC1365284_3	PC1365284	3	NA	unannotated	NA	NA
PC835637_3	PC835637	3	NA	unannotated	NA	NA
PC177834_11	PC177834	11	23447	DNA, RNA and nucleotide metabolism	3.1e-52	179.2
PC1011920_1	PC1011920	1	197	moron, auxiliary metabolic gene and host takeover	0.18	12.7
PC1464030_1	PC1464030	1	6731	unknown function	0.13	12.7
PC1154083_3	PC1154083	3	NA	unannotated	NA	NA
PC40194_2	PC40194	2	35063	unknown function	0.0011	19.4
PC66362_2	PC66362	2	NA	unannotated	NA	NA
PC1177442_1	PC1177442	1	19169	DNA, RNA and nucleotide metabolism	3.7e-15	57.3
PC1213486_1	PC1213486	1	NA	unannotated	NA	NA
PC390341_2	PC390341	2	NA	unannotated	NA	NA
PC1191763_3	PC1191763	3	16375	unknown function	1.3	11.1
PC1238990_1	PC1238990	1	13502	unknown function	5.4e-58	198.0
PC130455_3	PC130455	3	1577	unknown function	8.9e-27	95.5
PC1415985_2	PC1415985	2	NA	unannotated	NA	NA
PC253109_1	PC253109	1	18609	other	1.2e-129	435.3
PC902123_1	PC902123	1	NA	unannotated	NA	NA
PC382028_1	PC382028	1	31849	unknown function	2.7e-06	27.0
PC123446_6	PC123446	6	NA	unannotated	NA	NA
PC1547973_1	PC1547973	1	8468	other	0.00028	22.2
PC819020_8	PC819020	8	NA	unannotated	NA	NA
PC876934_3	PC876934	3	NA	unannotated	NA	NA
PC59960_3	PC59960	3	NA	unannotated	NA	NA
PC705783_1	PC705783	1	20195	unknown function	0.21	13.3
PC1246406_6	PC1246406	6	NA	unannotated	NA	NA
PC311948_3	PC311948	3	NA	unannotated	NA	NA
PC40992_1	PC40992	1	20966	unknown function	4.9e-27	96.6
PC1079942_2	PC1079942	2	21633	unknown function	1.1e-11	46.2
PC688252_3	PC688252	3	21299	unknown function	0.44	12.4
PC1459482_1	PC1459482	1	7897	unknown function	4.8e-29	103.2
PC34985_1	PC34985	1	36450	unknown function	0.21	13.3
PC1066604_1	PC1066604	1	15860	unknown function	8.0	7.9
PC1317325_2	PC1317325	2	2426	unknown function	0.00018	21.6
PC78813_1	PC78813	1	28911	unknown function	0.2	12.9
PC682720_2	PC682720	2	16675	unknown function	0.24	12.9
PC1026389_2	PC1026389	2	8928	unknown function	5.4e-14	53.6
PC1499612_6	PC1499612	6	NA	unannotated	NA	NA
PC498351_3	PC498351	3	NA	unannotated	NA	NA
PC1487310_8	PC1487310	8	9916	unknown function	0.88	11.6
PC1185510_3	PC1185510	3	3736	unknown function	2.7e-44	153.3
PC1481673_11	PC1481673	11	3921	unknown function	2.2e-39	136.6
PC373760_2	PC373760	2	17981	unknown function	0.26	12.9
PC570308_7	PC570308	7	2013	tail	5.4e-09	36.8
PC1182930_2	PC1182930	2	38313	unknown function	4.3e-12	47.3
PC193439_4	PC193439	4	33421	unknown function	0.45	12.1
PC1022259_5	PC1022259	5	NA	unannotated	NA	NA
PC750878_2	PC750878	2	2034	unknown function	2.8e-12	47.5
PC1176878_4	PC1176878	4	29477	unknown function	0.082	14.5
PC434866_6	PC434866	6	NA	unannotated	NA	NA
PC1221561_3	PC1221561	3	NA	unannotated	NA	NA
PC159065_6	PC159065	6	13126	moron, auxiliary metabolic gene and host takeover	2.8e-06	28.3
PC1348311_16	PC1348311	16	NA	unannotated	NA	NA
PC1003066_2	PC1003066	2	35375	unknown function	0.61	11.8
PC142014_1	PC142014	1	819	tail	2.6e-34	120.1
PC738858_12	PC738858	12	15080	unknown function	0.042	15.5
PC372276_1	PC372276	1	NA	unannotated	NA	NA
PC937123_1	PC937123	1	NA	unannotated	NA	NA
PC786474_1	PC786474	1	24437	unknown function	3.3e-14	54.1
PC45286_3	PC45286	3	17735	unknown function	0.081	14.8
PC769591_4	PC769591	4	16627	unknown function	2.4	9.8
PC609800_42	PC609800	42	10356	head and packaging	9.2e-07	28.9
PC389638_5	PC389638	5	NA	unannotated	NA	NA
PC368692_9	PC368692	9	5594	unknown function	5.2e-45	155.9
PC770776_2	PC770776	2	NA	unannotated	NA	NA
PC884215_1	PC884215	1	3807	unknown function	0.15	13.7
PC812886_2	PC812886	2	293	moron, auxiliary metabolic gene and host takeover	1.2e-50	174.0
PC842736_1	PC842736	1	29784	unknown function	2e-291	970.9
PC121826_7	PC121826	7	15771	unknown function	0.14	13.5
PC502277_1	PC502277	1	5687	unknown function	1.3e-08	35.3
PC846899_1	PC846899	1	25821	unknown function	0.21	13.3
PC533218_1	PC533218	1	8082	unknown function	0.023	16.2
PC715938_2	PC715938	2	36206	unknown function	0.13	14.0
PC1127463_4	PC1127463	4	5765	unknown function	0.089	14.1
PC1359067_4	PC1359067	4	6697	unknown function	1.9e-23	85.0
PC1405369_2	PC1405369	2	35619	unknown function	3.7e-172	575.3
PC1193319_4	PC1193319	4	NA	unannotated	NA	NA
PC315638_1	PC315638	1	10496	unknown function	0.041	15.4
PC373141_2	PC373141	2	38523	unknown function	1.3e-166	556.1
PC424032_3	PC424032	3	17698	integration and excision	0.046	15.2
PC505082_3	PC505082	3	28185	unknown function	0.36	12.1
PC81509_2	PC81509	2	14712	moron, auxiliary metabolic gene and host takeover	0.25	12.0
PC557145_4	PC557145	4	15955	unknown function	0.18	13.9
PC348589_10	PC348589	10	1368	transcription regulation	0.00028	22.1
PC172543_4	PC172543	4	NA	unannotated	NA	NA
PC458739_4	PC458739	4	13987	other	1.1e-11	46.1
PC1432903_4	PC1432903	4	2895	unknown function	1.2e-211	704.5
PC1349718_2	PC1349718	2	197	moron, auxiliary metabolic gene and host takeover	0.0055	17.7
PC571553_1	PC571553	1	7897	unknown function	5.6e-26	93.2
PC119039_2	PC119039	2	22485	unknown function	4.6e-279	928.4
PC168339_4	PC168339	4	12304	unknown function	4.3	9.0
PC291723_1	PC291723	1	13642	unknown function	1.8e-10	41.6
PC1453888_3	PC1453888	3	6628	unknown function	0.3	11.0
PC1379373_1	PC1379373	1	9439	unknown function	0.28	13.0
PC1583518_3	PC1583518	3	33510	unknown function	8.2e-14	53.2
PC575748_2	PC575748	2	NA	unannotated	NA	NA
PC534845_1	PC534845	1	NA	unannotated	NA	NA
PC133529_5	PC133529	5	21870	unknown function	2.4e-39	135.7
PC716539_4	PC716539	4	11099	unknown function	0.041	15.3
PC1196754_5	PC1196754	5	270	DNA, RNA and nucleotide metabolism	0.064	14.1
PC1298770_1	PC1298770	1	15401	unknown function	0.093	14.8
PC27101_3	PC27101	3	NA	unannotated	NA	NA
